PSF Region	PSFs PSF Name	PSF Name (in-game)	x	y	PSF Ownership in 1080	PSF Value	PSF Garrison Ancillary Image	PSF Garrison?	PSF Garrison Unit	PSF Appearance (culture)	Actual Appearance	PSF Battle Model
Al_Ahsa_Province	Al_Hofuf	al-Mu'miniya	434	86	slave	500	default_title.tga	yes	Peasants	middle_eastern	ME City	stone_fort_a
Al_Ahsa_Province	Kuwait	Kuwait	423	114	seljuks	500	default_title.tga	yes	Peasants	northern_european	no info	stone_fort_a
Al_Ahsa_Province	Al_Qatif	Al-Qatif	437	97	seljuks	500	default_title.tga	yes	Peasants	northern_european	ME City	stone_fort_a
Al_Ahsa_Province	Dairin	Dairin	438	95	seljuks	500	default_title.tga	yes	Peasants	northern_european	ME castle	stone_fort_a
Al_Ahsa_Province	Al_Manama	Al Manama	442	91	seljuks	500	default_title.tga	yes	Peasants	northern_european	greek city	stone_fort_a
Al_Ahsa_Province	Muharraq	Muharraq	442	93	seljuks	500	default_title.tga	yes	Peasants	northern_european	greek city	stone_fort_a
Al_Ahsa_Province	Murwab	Murwab	446	85	seljuks	500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Aleppo_Province	Kyrros	Kyrros	353	167	armenia	1500	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Aleppo_Province	Marash	Germanikeia	351	173	armenia	2000	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Aleppo_Province	Turbessel	Turbessel	355	167	armenia	250	default_title.tga	yes	Peasants	northern_european	Greek castle	stone_fort_a
Aleppo_Province	Kaysun	Kaysun	357	173	armenia	350	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Aleppo_Province	Gaziantep	Ayntab	354	169	armenia	1500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Aleppo_Province	Maarrat_al_Numaan	Ma'arrat al-Nu'mān	351	159	syria	1500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Aleppo_Province	Maarrat_Misrin	Ma'arrat Misrīn	351	161	syria	600	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Aleppo_Province	Azaz	Azāz	352	165	syria	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Aleppo_Province	Anasartha	al-Khunāsir	356	160	syria	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Aleppo_Province	Manbij	Manbig	358	165	syria	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Aleppo_Province	Qalar_Jabar	Qal'at Ja'bar	361	160	syria	250	default_title.tga	yes	Peasants	northern_european	ME fortress	stone_fort_a
Aleppo_Province	Resafa	al-Rasūfa	364	158	syria	2500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Alexandria_Province	Marsa_Matrouh	Marsā Matrūh	295	127	egypt	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Alexandria_Province	Rasid	Rashīd	315	128	egypt	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Alexandria_Province	Damanhur	Damanhūr	316	125	egypt	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Alexandria_Province	Desouk	Disūq	317	127	egypt	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Alexandria_Province	Minuf	Manūf	318	122	egypt	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Alexandria_Province	Tanta	Tantā	318	124	egypt	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Alexandria_Province	Al_Mahallah	al-Mahalla	319	126	egypt	2500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Alexandria_Province	Banhu	Banhā	320	122	egypt	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Ancona_Province	Spoleto	Spoleto	204	211	hre	500	default_title.tga	yes	Peasants	northern_european	city / S European city	stone_fort_a
Ancona_Province	Jesi	Jesi	206	217	hre	500	default_title.tga	yes	Peasants	northern_european	large town / SE	stone_fort_a
Ancona_Province	Camerino	Camerino	205	214	milan	500	default_title.tga	yes	Peasants	northern_european	city / SE	stone_fort_a
Ancona_Province	Tolentino	Tolentino	207	215	milan	500	default_title.tga	yes	Peasants	northern_european	large town / SE	stone_fort_a
Ancona_Province	Fermo	Fermo	209	214	milan	500	default_title.tga	yes	Peasants	northern_european	city / SE	stone_fort_a
Ancona_Province	Piscaria	Piscaria	211	210	papal_states	500	default_title.tga	yes	Peasants	northern_european	city / S European city	stone_fort_a
Angers_Province	Ancenis	Ancenis	120	246	france	500	default_title.tga	yes	Peasants	northern_european	castle / N European	stone_fort_a
Angers_Province	Plessis	Plessis-Macé	124	248	france	500	default_title.tga	yes	Peasants	northern_european	fortress / N European	stone_fort_a
Angers_Province	Laval	Laval	125	251	france	500	default_title.tga	yes	Peasants	northern_european	small castle / NE	stone_fort_a
Angers_Province	Alencon	Alençon	130	255	france	500	default_title.tga	yes	Peasants	northern_european	 / NE	stone_fort_a
Angers_Province	Le_Mans	Le Mans	130	251	slave	500	default_title.tga	yes	Peasants	northern_european	city / N European city	stone_fort_a
Antalya_Province	Anemurium	Anemorion	327	162	byzantium	350	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Antalya_Province	Kizkalesi	Korykos	335	165	byzantium	350	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Antalya_Province	Phaselis	Phaselis	313	164	byzantium	300	default_title.tga	yes	Peasants	northern_european	Greek town	stone_fort_a
Antalya_Province	Silifke	Seleukeia tes Isauria	333	163	byzantium	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Antalya_Province	Strobilos	Strobilos	296	166	slave	250	default_title.tga	yes	Peasants	northern_european	Greek castle	stone_fort_a
Antalya_Province	Marmaris	Physkos	299	166	slave	200	default_title.tga	yes	Peasants	northern_european	Greek castle	stone_fort_a
Antalya_Province	Fethiye	Makri	304	165	slave	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Antalya_Province	Tlos	Tlos	306	164	slave	300	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Antalya_Province	Demre	Myra	310	163	slave	600	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Antalya_Province	Seleucia	Seleukeia	318	167	slave	350	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Antalya_Province	Alanya	Kalonoros	322	165	slave	500	default_title.tga	yes	Peasants	northern_european	Greek citadel	stone_fort_a
Antalya_Province	Gunekoy	Selinus	324	163	slave	300	default_title.tga	yes	Peasants	northern_european	Greek fortress	stone_fort_a
Antioch_Province	Alexandretta	Alexandretta	347	166	armenia	1500	default_title.tga	yes	Peasants	northern_european	Greek city	stone_fort_a
Antioch_Province	Samandag	St Symeon	347	161	armenia	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Ardabil_Province	Kapan	Kapan	407	186	slave	250	default_title.tga	yes	Peasants	northern_european	Greek castle	stone_fort_a
Ardabil_Province	Khoi	Khoi	398	181	seljuks	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Ardabil_Province	Salmas	Salmās	398	178	seljuks	2250	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Ardabil_Province	Oshnavieh	Ushnūyah	400	170	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Ardabil_Province	Urmia	Urmīyah	400	173	seljuks	4750	default_title.tga	yes	Peasants	northern_european	ME large city	stone_fort_a
Ardabil_Province	Nakhchivan	Nakhchivān	401	186	seljuks	750	default_title.tga	yes	Peasants	northern_european	Greek large town	stone_fort_a
Ardabil_Province	Tasuj	Tasūj	401	180	seljuks	300	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Ardabil_Province	Marand	Marand	404	180	seljuks	2250	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Ardabil_Province	Ordubad	Urdūbād	405	185	seljuks	300	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Ardabil_Province	Ahar	Āhar	411	181	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Ardabil_Province	Meshkin_Shahr	Khiyāv	415	180	seljuks	300	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Ardabil_Province	Sarab	Sarāv	415	177	seljuks	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Ardabil_Province	Miyaneh	Miyānij	416	174	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Ardabil_Province	Khalkhal	Khalkhāl	422	175	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Ardabil_Province	Pasevh	Basavā	402	168	slave	600	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Ardabil_Province	Maragheh	Marāghah	407	172	slave	4500	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Ardabil_Province	Leilan	Nīlān	408	169	slave	600	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Ardabil_Province	Tabriz	Tabriz	408	177	slave	5000	default_title.tga	yes	Peasants	northern_european	ME large city	stone_fort_a
Augsburg_Province	Kolmar	Kolmar	171	252	hre	500	default_title.tga	yes	Peasants	northern_european	city / CE	stone_fort_a
Augsburg_Province	Breisach	Breisach	173	251	hre	500	default_title.tga	yes	Peasants	northern_european	large town / CE	stone_fort_a
Augsburg_Province	Hohenzollern	Burg Hohenstaufen	181	253	hre	500	default_title.tga	yes	Peasants	northern_european	castle / N European castle	stone_fort_a
Augsburg_Province	Strassbourg	Strassbourg	173	256	hre	500	default_title.tga	yes	Peasants	northern_european	City / N European city	stone_fort_a
Augsburg_Province	Freiburg	Freiburg im Breisgau	175	251	hre	500	default_title.tga	yes	Peasants	northern_european	town / N European town	stone_fort_a
Augsburg_Province	Furstenberg	Fürstenberg	178	250	hre	500	default_title.tga	yes	Peasants	northern_european	castle / N European castle	stone_fort_a
Augsburg_Province	Konstanz	Konstanz	182	249	hre	500	default_title.tga	yes	Peasants	northern_european	city / CE	stone_fort_a
Augsburg_Province	Chur	Chur	183	241	hre	500	default_title.tga	yes	Peasants	northern_european	Town / N European town	stone_fort_a
Augsburg_Province	Vaduz	Vaduz	184	245	hre	500	default_title.tga	yes	Peasants	northern_european	Castle / N European castle	stone_fort_a
Augsburg_Province	St_Galen	Son Gagl	185	249	hre	500	default_title.tga	yes	Peasants	northern_european	city / CE	stone_fort_a
Augsburg_Province	Ulm	Ulm	186	256	hre	500	default_title.tga	yes	Peasants	northern_european	city / CE	stone_fort_a
Augsburg_Province	Ravensburg	Ravensburg	187	250	hre	500	default_title.tga	yes	Peasants	northern_european	City / N European city	stone_fort_a
Augsburg_Province	Gunzburg	Gunceburch	188	254	hre	500	default_title.tga	yes	Peasants	northern_european	town / N European town	stone_fort_a
Augsburg_Province	Nordlingen	Nordlingen	189	259	hre	500	default_title.tga	yes	Peasants	northern_european	large town / Orthodox	stone_fort_a
Augsburg_Province	Marxheim	Marxheim	191	258	hre	500	default_title.tga	yes	Peasants	northern_european	large town / N European large town	stone_fort_a
Augsburg_Province	Hirsau	Hirsau	179	257	slave	500	default_title.tga	yes	Peasants	southern_european	town / CE	stone_fort_a
Awadaghust_Province	Telde	Telde	31	103	moors	500	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Awadaghust_Province	Akjoujt_Province	Akjoujt	39	48	moors	500	default_title.tga	yes	Peasants	northern_european	large town	stone_fort_a
Awadaghust_Province	Atar	Atar	47	53	moors	500	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Awadaghust_Province	Chinguetti	Chinguetti	52	51	moors	500	default_title.tga	yes	Peasants	northern_european	-	stone_fort_a
Awadaghust_Province	Tichit	Tichit	69	39	moors	500	default_title.tga	yes	Peasants	northern_european	large town	stone_fort_a
Awadaghust_Province	Funchal	Funchal	25	137	moors	500	default_title.tga	yes	Peasants	northern_european	ME Village	stone_fort_a
Awadaghust_Province	Adeje	Adeje	26	106	moors	500	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Awadaghust_Province	Arguin	Arguin	27	52	moors	500	default_title.tga	yes	Peasants	northern_european	-	stone_fort_a
Awadaghust_Province	Batancuria	Batancuria	42	106	moors	500	default_title.tga	yes	Peasants	northern_european	-	stone_fort_a
Awadaghust_Province	Teguise	Teguise	44	111	moors	500	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Awadaghust_Province	Ouadane	Ouadane	56	54	moors	500	default_title.tga	yes	Peasants	northern_european	-	stone_fort_a
Awadaghust_Province	Tingouf	Tingouf	79	100	moors	500	default_title.tga	yes	Peasants	northern_european	-	stone_fort_a
Azov_Province	Tana	Tanais	358	250	cumans	500	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Azov_Province	Tmutakaran	Tamlyatarkhan	344	232	kiev	500	default_title.tga	yes	Peasants	northern_european	Rus city city	stone_fort_a
Azov_Province	Matrega	Matrega	346	233	kiev	500	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Azov_Province	Anapa	Anapa	348	230	slave	500	default_title.tga	yes	Peasants	northern_european	city	stone_fort_a
Azov_Province	Tumnev	Tumnev	349	233	slave	500	default_title.tga	yes	Peasants	northern_european	fortress	stone_fort_a
Azov_Province	Tsemez	Ts'emez	350	229	slave	500	default_title.tga	yes	Peasants	northern_european	city	stone_fort_a
Azov_Province	Sujuk_Qale	Sujuk-Qale	352	228	slave	500	default_title.tga	yes	Peasants	steppe	Steppe castle	stone_fort_a
Badajoz_Province	Sintra	Sintra	72	180	slave	500	default_title.tga	yes	Peasants	eastern_european	castle / ME	stone_fort_a
Badajoz_Province	Alcobaca	Alcobaça	74	185	slave	500	default_title.tga	yes	Peasants	southern_european	christian religious / SE	stone_fort_a
Badajoz_Province	Palmela	Palmela	76	180	slave	500	default_title.tga	yes	Peasants	eastern_european	castle / ME	stone_fort_a
Badajoz_Province	Santarem	Santarém	76	183	slave	500	default_title.tga	yes	Peasants	middle_eastern	city / ME city	stone_fort_a
Badajoz_Province	Alcarer_do_Sal	Alcácer do Sal	78	177	slave	500	default_title.tga	yes	Peasants	eastern_european	castle / ME	stone_fort_a
Badajoz_Province	Tomar	Tomar	78	185	slave	500	default_title.tga	yes	Peasants	eastern_european	castle / ME	stone_fort_a
Badajoz_Province	Evora	Evora	81	178	slave	500	default_title.tga	yes	Peasants	eastern_european	Fortress / ME fotress	stone_fort_a
Badajoz_Province	Castelo_Branco	Castelo Branco	84	187	slave	500	default_title.tga	yes	Peasants	eastern_european	castle / SE	stone_fort_a
Badajoz_Province	Elvas	Elvas	85	180	slave	500	default_title.tga	yes	Peasants	eastern_european	castle / ME	stone_fort_a
Badajoz_Province	Merida	Merida	91	181	slave	500	default_title.tga	yes	Peasants	middle_eastern	city / ME	stone_fort_a
Baghdad_Province	Perisapora	Anbār	393	143	seljuks	1750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Samarra	Sāmarrah	395	148	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Daquq	Daqūq	398	155	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Muhawwal	Muhawwal	398	142	seljuks	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Baghdad_Province	Iskandariya	Iskandariya	399	139	seljuks	300	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Baghdad_Province	Al_Khalis	Khālis	401	146	seljuks	600	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Baghdad_Province	Baqubah	Ba'qūbā	403	145	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Jalula	Zangiābād	403	150	seljuks	500	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Baghdad_Province	Daye_al_Aqul	Dayr al-'Āqūl	404	141	seljuks	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Baghdad_Province	Miqdadiyah	Shahraban	404	147	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Balad_Ruz	Bazār-ar-Rūz	405	145	seljuks	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Baghdad_Province	Khanaqin	Khāniqīn	405	149	seljuks	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Baghdad_Province	Nippur	Nuffar	405	134	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Qasr-e_Shirin	Qasr Shīrīn	405	152	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Numaniyah	Nu'māniyyah	406	137	seljuks	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Samawah	Samawah	406	128	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Hulwan	Hulwān	407	151	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Kut	Kut	408	136	seljuks	300	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Baghdad_Province	Wasit	Wāsit	411	135	seljuks	7500	default_title.tga	yes	Peasants	northern_european	ME large city	stone_fort_a
Baghdad_Province	Basra	Basrah	422	122	seljuks	7500	default_title.tga	yes	Peasants	northern_european	ME large city	stone_fort_a
Baghdad_Province	Abadan	Abadan	425	120	seljuks	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Anah	Ānah	384	150	syria	750	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	al_Haditha	Hadīthah al-Furrāt	386	148	syria	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Baghdad_Province	Hit	Hit	389	145	syria	400	default_title.tga	yes	Peasants	northern_european	ME town	stone_fort_a
Baghdad_Province	Tikrit	Takrīt	394	152	syria	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Baghdad_Province	Karbala	Karbalā	397	137	syria	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Baghdad_Province	Harba	Harbā	398	146	syria	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	Najaf	Najaf	398	133	syria	1000	default_title.tga	yes	Peasants	northern_european	ME large town	stone_fort_a
Baghdad_Province	al-Hillah	Hillah	399	135	syria	2000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Baghdad_Province	Kufah	Kūfah	400	133	syria	3000	default_title.tga	yes	Peasants	northern_european	ME city	stone_fort_a
Baia_Province	Kiliya	Kellía	300	234	byzantium	500	default_title.tga	yes	Peasants	southern_european	 town	stone_fort_a
Baia_Province	Asperon	Asperon	303	239	byzantium	500	default_title.tga	yes	Peasants	central_european	Greek fortress	stone_fort_a
Baia_Province	Badragii_Vechi	Badragii Vechi	285	253	cumans	500	default_title.tga	yes	Peasants	northern_european	ee village	stone_fort_a
Baia_Province	Harlau	Hârlău	286	248	cumans	500	default_title.tga	yes	Peasants	northern_european	ee large town	stone_fort_a
Baia_Province	Barlad	Berlad	290	238	cumans	500	default_title.tga	yes	Peasants	northern_european	EE Citadel	stone_fort_a
Baia_Province	Tecuci	Tecuci	290	235	cumans	500	default_title.tga	yes	Peasants	northern_european	ee town	stone_fort_a
Baia_Province	Vaslui	Vaslui	290	241	cumans	500	default_title.tga	yes	Peasants	northern_european	ee town	stone_fort_a
Baia_Province	Arsura	Arsura	292	243	cumans	500	default_title.tga	yes	Peasants	northern_european	ee town	stone_fort_a
Baia_Province	Moscu	Moscu	292	236	cumans	500	default_title.tga	yes	Peasants	northern_european	steppe village	stone_fort_a
Baia_Province	Soldanesti	Alcedar	295	251	cumans	500	default_title.tga	yes	Peasants	northern_european	steppe village	stone_fort_a
Baia_Province	Taraclia	Taraclia	295	236	cumans	500	default_title.tga	yes	Peasants	northern_european	ee village	stone_fort_a
Baia_Province	Hansca	Hansca	296	243	cumans	500	default_title.tga	yes	Peasants	northern_european	ee town	stone_fort_a
Baia_Province	Orhey	Őrhely	296	248	cumans	500	default_title.tga	yes	Peasants	northern_european	EE Citadel	stone_fort_a
Baia_Province	Peresechen	Peresechen	296	246	cumans	500	default_title.tga	yes	Peasants	northern_european	Steppe town town	stone_fort_a
Baia_Province	Calfa	Calfa	299	245	cumans	500	default_title.tga	yes	Peasants	northern_european	steppe large town	stone_fort_a
Baia_Province	Humor	Humor	278	249	slave	500	default_title.tga	yes	Peasants	southern_european	religious	stone_fort_a
Baia_Province	Siret	Siret	279	252	slave	500	default_title.tga	yes	Peasants	northern_european	ee city	stone_fort_a
Baia_Province	Piatra_Neamt	Karácsonkő	280	246	slave	500	default_title.tga	yes	Peasants	central_european	Castle CE	stone_fort_a
Baia_Province	Suceava	Szűcsvár	281	250	slave	500	default_title.tga	yes	Peasants	northern_european	ee city	stone_fort_a
Baia_Province	Dorohoi	Dorohoj	282	253	slave	500	default_title.tga	yes	Peasants	northern_european	ee large town	stone_fort_a
Baia_Province	Iasi	Târgul Ieșilor	289	245	slave	500	default_title.tga	yes	Peasants	northern_european	Orthodox large town	stone_fort_a
