Tree Name	Level Name	Level	City or Castle	Factions And/Or Cultures Required	Other Requirements (and / or) - see EDB (options)	wooden OR stone	Battle Building	Construction Time in Turns	Building Cost	Minimum Settlement Level	To, What, Level(s), Can, This, Building, Be, Upgraded?	Building Name on Battlemap	CENTRAL EUROPEAN	Full Description	Short Description	EASTERN EUROPEAN	Full Description	Short Description	GREEK	Full Description	Short Description	MIDDLE EASTERN	Full Description	Short Description	NORTHERN EUROPEAN	Full Description	Short Description	SOUTHERN EUROPEAN	Full Description	Short Description	STEPPE	Full Description	Short Description	ARAGON	Full Description	Short Description	ARMENIA	Full Description	Short Description	BOHEMIA	Full Description	Short Description	BYZANTIUM	Full Description	Short Description	CUMANS	Full Description	Short Description	DENMARK	Full Description	Short Description	EGYPT	Full Description	Short Description	ENGLAND	Full Description	Short Description	FRANCE	Full Description	Short Description	GEORGIA	Full Description	Short Description	HRE	Full Description	Short Description	HUNGARY	Full Description	Short Description	KIEV	Full Description	Short Description	LITHUANIA	Full Description	Short Description	MILAN	Full Description	Short Description	MOORS	Full Description	Short Description	NORWAY	Full Description	Short Description	NOVGOROD	Full Description	Short Description	PAPAL_STATES	Full Description	Short Description	PISA	Full Description	Short Description	POLAND	Full Description	Short Description	PORTUGAL	Full Description	Short Description	SCOTLAND	Full Description	Short Description	SELJUKS	Full Description	Short Description	SICILY	Full Description	Short Description	SLAVE	Full Description	Short Description	SPAIN	Full Description	Short Description	SWEDEN	Full Description	Short Description	SYRIA	Full Description	Short Description	TURKS	Full Description	Short Description	VENICE	Full Description	Short Description
byzan_banking	Kommerkion	2	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	20	3000	town	Chrysobullos	Kommerkion	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Kommerkion	Kommerkion in the Byzantine Empire, was a commercial tax of 10 % raised in currency on the value of the sold goods (import, export and circulation). This ten procent is a common standard for most cultures throughou the Middle AGes, in Northern Europe it was synonymous with the tithe, a word for tax in general that was derived from the words 'tenth deal' or tenth part. The difference between Byzantine taxationa dn trade compared with other countries and realms was that the Byzantines had a thousand years of experience in bureaucracy and enforcing governmental regulations. The innate wealth of the Empire and its lands drew traders from very far away and it is they perhaps more than others who had to be controlled and customs duries exacted upon- at the same time, trade had to be nurtured rather than placed under draconian law. The Kommerkion referred not only to the legal systems, but to the actual trade network and populations of guilds, merchants and customers.	Provides a large bonus to law and a moderate bonus to trade but slightly decreases happiness.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzan_banking	Chrysobullos	3	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	3	10000	large_town	Aurum_oblaticium	Chrysobullos logos latinoi	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Chrysobullos logos latinoi	(Chrysos = gold and bulla = seal) referred to the Imperial documents that were sent out from the palace. In the particualr context of trade, the Chrysobullos was an imperial document, an act granting trade rights for a specific people in a specific area allowed to trade in speciifc goods- the freedoms were naturally controlled and regulated but it allowed enough of an enticement and protection to foreign traders that the issue of this decree was a win/win sitaution for all involved and was a highly sought-after diplomatic prize. Among the 'winners' in the commerical sector of the Byzantine Oikoumene were the Latins- which included the Franks and to a lesser extent the Iberians but more commonly referred to the mass populations of north Italian merchants that came to such great power in the Middle Ages. Constantinople itself housed over 60,000 Pisan and Genoan merchants at one point and although they were very unpopular with the locals the actual cash that changed hands between these foriegners and the state made the trouble worthwhile.	Provides a large bonus to law and trade, and a small bonus to growth but moderately decreases happiness.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzan_banking	Aurum_oblaticium	4	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	6	1000	city	Hyperarithmoi	Aurum Oblaticium	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Aurum Oblaticium	Originally a senatorial collection of donations, it was later levied on the curatorial class as a form of poll tax and in later years could be used as a price for political power in the senate, allowing even foreigners the ability to gain legitimacy and a form of nobility. 	Provides a huge bonus to trade, and a moderate bonus to growth and law but greatly decreases happiness and slightly decreases health.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzan_banking	Hyperarithmoi	5	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	10	10000	large_city	-	Hyperarithmoi	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Hyperarithmoi	Literally ‘great payers’ were those taxpayers who represented not merely the great nobility but the great trading companies and banks where vast sums changed hands. Originally a social status dating back to Justinian usually applied to foreign vassals, the term became common for the gentry- foreign or otherwise in the whole range of Themata across the Empire.	Provides a massive bonus to trade, and a large bonus to growth, and a small bonus to law but hugely decreases happiness and moderately decreases health.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzan_banking	Topike	6	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	3	1500	town	Exagogion	Topike	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Topike	Local tax derived from fishing rights. Fishing was a very large part of the medieval economy from Iceland to Aden, not surprisingly around the vast cities of the Mediterranean such as Constantinople the foodsource was a massive aspect of the market. During the 1400s, taxation alone on fishing rights gave an annual income of 10,000 hyperpata almost 15% of the entire tax income of the whole city.	Provides a large bonus to law and a moderate bonus to trade.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzan_banking	Exagogion	7	city	byzantium,	and event_counter is_player_autonomy 0	wooden	-	2	750	large_town	Phoundax	Exagogion	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Exagogion	Public amenities tax, for use in building and maintaining public baths, gardens, roads, bridges and state offices.	Provides a huge bonus to law and a large bonus to trade but slightly decreases happiness.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzan_banking	Phoundax	8	city	byzantium,	and event_counter is_player_autonomy 0	wooden	-	4	2500	city	Phrouria	Phoundax	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Phoundax	Purpose-built, state controlled grain exchange, unpopular Imperial depot. Despite the majority of state-run grain silos being intended for the stability of the local economy and the protection of communal wealth from crime, the state grain exchange was a real betrayal of that system and allowed the state to take advantage of the grain supplies it had acquired from the local community and use it for its own purposes- mainly trade and export or feeding its soldiers.	Provides a huge bonus to trade, a large bonus to law, and a small bonus to growth but moderately decreases happiness.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzan_banking	Phrouria	9	city	byzantium,	and event_counter is_player_autonomy 0	wooden	-	30	35000	large_city	-	Phrouria	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Phrouria	Citadels’ similar to the concept of kastra, notable during the Pecheneg Wars as a centre of refuge. These military outposts imroved law and order since they allowed a better governance over the population, as well as potential enemies. The cost for these defensive structures was considerable but the bonuses to the military echelon in the region was considerable.	Provides a massive bonus to law, a large bonus to trade, and a small bonus to growth but slightly decreases happiness. It also improves the experience of soldiers trained here.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzantine_homeland	Agora	1	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	2	3000	town	Systemata	Agora	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Agora	The Agora was the very heart of the city since Greek times, not only was it the most common place for public gathering, it was a large square where military drills were performed and was typically used as a market square. It was a bustling place of people from all walks of life, and here was the original cultural 'forum' or official assembly. Over time therefore, the Agora had commercial and administrative meaning, its power in Byzantine culture meant that it was a very open public office of the city assembly.	Agora	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzantine_homeland	Systemata	2	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	10	750	large_town	Somateia	Systemata	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Systemata	The state regarded the guilds (called systemata in the Book of the Prefect) as an instrument of control and fiscal apportionment. But these guilds acted principally as representatives of their members, providing mutual help and a very swift development and corporation of the various guilds into merchant houses and growing exporters.	Systemata	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzantine_homeland	Somateia	3	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	10	2000	city	Bouleuterion	Somateia	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Somateia	This was the main privilege remaining to members of the Byzantine systemata, the fact that their merchandise was in demand from both sides, east and west: Constantinople still remained the primary destination for all commerce. In Byzantine Constantinople, the functions of the merchant and the artisan were frequently and commonly blended together. ... and those "who did not labor, such as the importers of fabric from Syria," who belonged to the systemata. In general, however, the individualistic marks of the Byzantine village community seem to have predominated. The Byzantine system of guilds and crafts, somateia or systemata, were extremely good with trade but in time it became clear that they did not have the organisation and aggressive focus of acquisitions that the Italians had- and despite the Byzantine system being very efficicient for a Greek and Anatolian market- beyond its borders it was challenged.	Priveleged systemata	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzantine_homeland	Bouleuterion	4	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	6	2000	city	Kepoi, Sakellion	Bouleuterion	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Bouleuterion	A bouleuterion was a building which housed the council of citizens (boule) in Ancient Greece. There are several extant remains of Bouleuterions around Greece and former Greek territories of ancient times. The boule, a basic institution of the ancient city-state in historical times, consisted of the citizens' representatives who assembled in order to confer and decide about public affairs. In Byzantine Greece the instituion continued as a city assembly with direct commercial law contact with the Agora.	Council of citizens	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzantine_homeland	Kepoi	5	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	1	500	city	-	Kepoi	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Kepoi	Public Gardens or City Parks	Public gardens	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzantine_homeland	Sakellion	6	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	8	4000	large_city	Kentron	Sakellion	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Sakellion	In the Byzantine times the sakellion of the emperor kept records of imperial monasteries and their property. Therefore the sakellarios was also an administrative title. In particular the Sacellarius or Megas Sakellarios (Great Sakellarios) was in fact the finance minister of the Byzantine Empire. Etymologically the word derives from the Latin sacellus, a purse [for coins]. Note that the Modern Greek word sakoula, bag, has the same origin. The Byzantine Empire was the legal heir of the Roman Empire and its founder, Constantine the Great, was a Roman. Thus, the official in charge of the emperor’s (empire’s) pouch, i.e., the treasury, was the Sacellarius. As monasteries also have treasuries, the title is also found in the Greek Orthodox Church hierarchy. In later years the title was replaced by that of the Grand Treasurer (Megas Thysaurofylax); however it remained unaltered in the Ecumenical Patriarchate’s structure and in the Synod of Ferrara-Florence (1438-9) that was supposed to unify the Greek Orthodox and the Catholic churches.	Imperial monasteries	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzantine_homeland	Kentron	7	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	6	4000	large_city	Offikia	Kentron kai Tamieion	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Kentron kai Tamieion	A kentron or centre was an important administrative office of a treasury chamber. This Chamber was not responbile for keeping records of all tax returns, but in auditing the local ecclesiarchy they had perfect means to control the Church and its assets for political beenfit. The office also had full access to Church records giving them total control over birth, marriage and death records- naturally helping them in their taxation system.	Treasury chamber	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzantine_homeland	Offikia	8	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	6	4000	huge_city	Thema	Offikia Trepezion	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Offikia Trepezion	Office of the Table was a privy council, overseeing the city assembly, the chancellory and the merchant guids and producers. It represented the highest level of government.	Privvy council	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
byzantine_homeland	Thema	9	city	byzantium,	and event_counter is_player_autonomy 0	stone	-	4	10000	huge_city	-	Thema	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Thema	The themes or themata (Greek: θέματα; singular θέμα, thema) were the main administrative divisions of the middle Byzantine Empire. They were established in the mid-seventh century in the aftermath of the Muslim conquests of Byzantine territory and replaced the earlier provincial system established by emperors Diocletian and Constantine the Great. In their origin, the first themes were created from the areas of encampment of the field armies of the East Roman army, and their names corresponded to the military units they had resulted from. The theme system reached its apogee in the 9th and 10th centuries, as older themes were split up and the conquest of territory resulted in the creation of new ones. The original theme system underwent significant changes in the 11th and 12th centuries, but the term remained in use as a provincial and financial circumscription, until the very end of the Empire. The term thema was ambiguous, referring both to a form of military tenure and to an administrative division. A theme was an arrangement of plots of land given for farming to the soldiers. The soldiers were still technically a military unit, under the command of a strategos, and they did not own the land they worked as it was still controlled by the state. Therefore, for its use the soldiers' pay was reduced. By accepting this proposition, the participants agreed that their descendants would also serve in the military and work in a theme, thus simultaneously reducing the need for unpopular conscription as well as cheaply maintaining the military. It also allowed for the settling of conquered lands, as there was always a substantial addition made to public lands during a conquest.	Main administration division	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
caravan	caravan_stop	1	city	middle_eastern,	and building_present_min_level hinterland_roads roads and event_counter is_player_autonomy 0	wooden	-	2	1200	large_town	caravanersary	Qafila	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	Qafila	As traders often have to travel long distances they need somewhere safe to stay. The traders show their appreciation for these places by including the place along their caravan route, bringing extra coin in, and ensuring there’s enough camels about to use them to form specialised cavalry units.	A Caravan Stop increases trade, and allows the recruitment of camel cavalry.	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
caravan	caravanersary	2	city	middle_eastern,	and building_present_min_level hinterland_roads paved_roads and event_counter is_player_autonomy 0	wooden	-	4	3600	city	large_caravanersary	Qafila al-Asim	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	Qafila al-Asim	To clear a space for caravan traders to stop for a while is one thing, but to actually establish a permanent Caravansary for them is another. The Caravansary is essentially a sort of traveller’s inn, built around a large court where the drivers can ‘stable’ their camels. Any settlement with a Caravansary is a preferred destination for desert trade, greatly increasing the taxable income in the region.	A Caravansary greatly increases trade, and allows the recruitment of elite camel cavalry.	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
caravan	large_caravanersary	3	city	middle_eastern,	and building_present_min_level hinterland_roads paved_roads and event_counter is_player_autonomy 0	wooden	-	7	4800	large_city	-	Qafila al-Imla'aq	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	Qafila al-Imla'aq	To clear a space for caravan traders to stop for a while is one thing, but to actually establish a permanent Caravansary for them is another. The Caravansary is essentially a sort of traveller’s inn, built around a large court where the drivers can ‘stable’ their camels. Any settlement with a Caravansary is a preferred destination for desert trade, greatly increasing the taxable income in the region.	A Caravansary greatly increases trade, and allows the recruitment of elite camel cavalry.	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	DO NOT TRANSLATE - NOT MEANT FOR THIS CULTURE	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
castle_barracks	mustering_house	1	city	northern_european, southern_european, bohemia, hre, poland,	and event_counter is_player_autonomy 0	wooden	-	1	600	village	retinue_barracks	Mustering House	Mustering House	National armies were gathered for campaigns in a specific office usually attached to weapon stores. Men from all over the province would assemble and usually have their names taken down and documented in a roll either individually or under a unit officer/sergeant. Often a man would be banded into local groups, arriving with his family or neighbours and they would be documented for pay as a group in this respect. Once the names were taken, terms of service and pay established and the men organised into fighting bodies or companies the army would then mobilise from this centre.	Men must be gathered, selected and trained if military strength is to be maintained.	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	NOT USED	Mustering House	National armies were gathered for campaigns in a specific office usually attached to weapon stores. Men from all over the province would assemble and usually have their names taken down and documented in a roll either individually or under a unit officer/sergeant. Often a man would be banded into local groups, arriving with his family or neighbours and they would be documented for pay as a group in this respect. Once the names were taken, terms of service and pay established and the men organised into fighting bodies or companies the army would then mobilise from this centre.	Men must be gathered, selected and trained if military strength is to be maintained.	Mustering House	National armies were gathered for campaigns in a specific office usually attached to weapon stores. Men from all over the province would assemble and usually have their names taken down and documented in a roll either individually or under a unit officer/sergeant. Often a man would be banded into local groups, arriving with his family or neighbours and they would be documented for pay as a group in this respect. Once the names were taken, terms of service and pay established and the men organised into fighting bodies or companies the army would then mobilise from this centre.	Men must be gathered, selected and trained if military strength is to be maintained.	NOT USED	NOT USED	NOT USED	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Landsfried	Literally the 'peace of the land' which naturally came from an organised military which acted as militia and garrison.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
